event_key,discipline_key,placement,participant_order,display_name,person_id,notes
1980_mike_marshall_memorial,open_doubles_consecutive,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1980_mike_marshall_memorial,open_doubles_consecutive,1,2,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1980_mike_marshall_memorial,open_doubles_net,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1980_mike_marshall_memorial,open_doubles_net,1,2,Max Smith Jr.,9fc608fe-18f0-51b5-a469-6e033ece7fc8,
1980_mike_marshall_memorial,open_doubles_net,2,1,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1980_mike_marshall_memorial,open_doubles_net,2,2,Walt Mason,c0592850-ae68-5b8b-aaf2-2741b8bdc51d,
1980_mike_marshall_memorial,open_doubles_net,3,1,Gale Bigler,7f187b3c-67aa-5ea8-9fb5-59371ebe9a9c,
1980_mike_marshall_memorial,open_doubles_net,3,2,Dave Frazier,8ad49731-5955-5081-b828-771fbb264d98,
1980_mike_marshall_memorial,open_singles_consecutive,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1980_mike_marshall_memorial,open_singles_net,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1980_mike_marshall_memorial,open_singles_net,2,1,Walt Mason,c0592850-ae68-5b8b-aaf2-2741b8bdc51d,
1980_mike_marshall_memorial,open_singles_net,3,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1980_national,open_singles,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1980_national,open_singles,2,1,Ken Eldrick,c5d6f492-6a73-52c6-97dc-52111c1e9e96,
1980_western_states,freestyle,2,1,Jeff Haas,fd168a16-97c9-5f9f-9675-f89cdea9a0f7,
1980_western_states,freestyle,3,1,Jon Shultz,c4e9ba06-3717-57a4-89e9-c437d4a692d3,
1980_western_states,open_doubles_net,1,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1980_western_states,open_doubles_net,1,2,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1980_western_states,open_doubles_net,2,1,Doug Cassidy,8f4f3932-9938-57fe-8588-cb4d3c3d6f70,
1980_western_states,open_doubles_net,2,2,Alan Cook,3c93150b-7b40-5ad9-bc1c-14a7322b3a8d,
1980_western_states,open_doubles_net,3,1,Jeff Haas,fd168a16-97c9-5f9f-9675-f89cdea9a0f7,
1980_western_states,open_doubles_net,3,2,Gary Linder,b28dc7b5-6a9f-53f7-8710-2b473ef31cd0,
1980_western_states,open_singles_net,1,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1980_western_states,open_singles_net,2,1,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1980_western_states,open_singles_net,3,1,Doug Cassidy,8f4f3932-9938-57fe-8588-cb4d3c3d6f70,
1980_western_states,womens_singles_net,1,1,Julie Reed,a7eb7333-672d-513a-9baa-de62a9cc45c3,
1980_western_states,womens_singles_net,2,1,Tami Peltz,8e4f56c6-f582-5a06-bf3c-d35fff18543e,
1980_western_states,womens_singles_net,3,1,Cindy Miller,0288eae9-0f02-518c-bc82-39caae190be0,
1980_worlds,doubles_consecutive_kicks,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1980_worlds,doubles_consecutive_kicks,1,2,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1980_worlds,doubles_net,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1980_worlds,doubles_net,1,2,Max Smith,95fb4def-7ff2-5c9c-8de5-1b97d0e13756,
1980_worlds,doubles_net,2,1,Walt Mason,c0592850-ae68-5b8b-aaf2-2741b8bdc51d,
1980_worlds,doubles_net,2,2,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1980_worlds,doubles_net,3,1,Gale Bigler,7f187b3c-67aa-5ea8-9fb5-59371ebe9a9c,
1980_worlds,doubles_net,3,2,Dave Frazier,8ad49731-5955-5081-b828-771fbb264d98,
1980_worlds,singles_consecutive_kicks,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1980_worlds,singles_net,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1980_worlds,singles_net,2,1,Walt Mason,c0592850-ae68-5b8b-aaf2-2741b8bdc51d,
1980_worlds,singles_net,3,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1980_worlds_memphis,freestyle,1,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1980_worlds_memphis,freestyle,2,1,Jeff Haas,fd168a16-97c9-5f9f-9675-f89cdea9a0f7,
1980_worlds_memphis,freestyle,3,1,Jon Shultz,c4e9ba06-3717-57a4-89e9-c437d4a692d3,
1980_worlds_memphis,mixed_doubles,1,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1980_worlds_memphis,mixed_doubles,1,2,Julie Reed,a7eb7333-672d-513a-9baa-de62a9cc45c3,
1980_worlds_memphis,open_doubles_net,1,1,Alan Cook,3c93150b-7b40-5ad9-bc1c-14a7322b3a8d,
1980_worlds_memphis,open_doubles_net,1,2,Doug Cassidy,8f4f3932-9938-57fe-8588-cb4d3c3d6f70,
1980_worlds_memphis,open_doubles_net,2,1,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1980_worlds_memphis,open_doubles_net,2,2,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1980_worlds_memphis,open_doubles_net,3,1,Jeff Haas,fd168a16-97c9-5f9f-9675-f89cdea9a0f7,
1980_worlds_memphis,open_doubles_net,3,2,Gary Linder,b28dc7b5-6a9f-53f7-8710-2b473ef31cd0,
1980_worlds_memphis,open_singles_net,1,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1980_worlds_memphis,open_singles_net,2,1,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1980_worlds_memphis,open_singles_net,3,1,Doug Cassidy,8f4f3932-9938-57fe-8588-cb4d3c3d6f70,
1980_worlds_memphis,womens_singles,1,1,Julie Reed,a7eb7333-672d-513a-9baa-de62a9cc45c3,
1981_mike_marshall_memorial,open_doubles_net,1,1,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1981_mike_marshall_memorial,open_doubles_net,1,2,Billy Hayne,3249c201-8cf4-5431-8bc4-299bf67539fe,
1981_mike_marshall_memorial,open_doubles_net,2,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1981_mike_marshall_memorial,open_doubles_net,2,2,Max Smith Jr.,9fc608fe-18f0-51b5-a469-6e033ece7fc8,
1981_mike_marshall_memorial,open_doubles_net,3,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1981_mike_marshall_memorial,open_doubles_net,3,2,Walt Mason,c0592850-ae68-5b8b-aaf2-2741b8bdc51d,
1981_mike_marshall_memorial,open_singles_consecutive,1,1,Gary Laut,133b6dd3-1463-5d89-802e-707414d4cc06,
1981_mike_marshall_memorial,open_singles_net,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1981_mike_marshall_memorial,open_singles_net,2,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1981_mike_marshall_memorial,open_singles_net,3,1,Dave Hill,5cb79fb4-ab20-558f-b4a2-e7206c9f22df,
1981_mike_marshall_memorial,open_team_consecutive,1,1,Gary Laut,133b6dd3-1463-5d89-802e-707414d4cc06,
1981_mike_marshall_memorial,open_team_consecutive,1,2,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1981_mike_marshall_memorial,womens_doubles_net,1,1,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,
1981_mike_marshall_memorial,womens_doubles_net,1,2,Misty Helme,d4a300ba-33f8-5be8-98ad-594c19b50a6e,
1981_mike_marshall_memorial,womens_doubles_net,3,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1981_mike_marshall_memorial,womens_doubles_net,3,2,Jennifer Reese,6ce76d77-e7e9-52ee-b815-5dff8506b3e7,
1981_mike_marshall_memorial,womens_singles_consecutive,1,1,Kalia Klaban,0c681fd1-e4bf-54b3-a314-41da581ecb40,
1981_texas_state,open_singles_net,1,1,Mike Marshall,1381939c-35d0-5941-ae91-ca262b6fc482,
1981_texas_state,open_singles_net,2,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1981_worlds,doubles_net,1,1,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1981_worlds,doubles_net,1,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1981_worlds,doubles_net,2,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1981_worlds,doubles_net,2,2,Max Smith,95fb4def-7ff2-5c9c-8de5-1b97d0e13756,
1981_worlds,doubles_net,3,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1981_worlds,doubles_net,3,2,Walt Mason,c0592850-ae68-5b8b-aaf2-2741b8bdc51d,
1981_worlds,intermediate_doubles_net,1,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1981_worlds,intermediate_doubles_net,1,2,Mark Daniels,33e83366-7b1e-5c4a-99a9-8eba0d3988ca,
1981_worlds,intermediate_singles_consecutive_kicks,1,1,Max Smith,95fb4def-7ff2-5c9c-8de5-1b97d0e13756,
1981_worlds,intermediate_singles_net,1,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1981_worlds,singles_consecutive_kicks,1,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1981_worlds,singles_net,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1981_worlds,singles_net,2,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1981_worlds,singles_net,3,1,Dave Hill,5cb79fb4-ab20-558f-b4a2-e7206c9f22df,
1981_worlds,team_consecutive_kicks,1,1,Kalia Klaban,0c681fd1-e4bf-54b3-a314-41da581ecb40,
1981_worlds,team_consecutive_kicks,1,2,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1981_worlds,womens_doubles_net,1,1,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,
1981_worlds,womens_doubles_net,1,2,Misty Helms,6bcbc196-423a-55b0-824a-7730d20a05dc,
1981_worlds,womens_doubles_net,2,1,Unknown,5b822d40-0dbd-57c9-9119-bb02821d0081,
1981_worlds,womens_doubles_net,2,2,Unknown,5b822d40-0dbd-57c9-9119-bb02821d0081,auto:ghost_partner
1981_worlds,womens_doubles_net,3,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1981_worlds,womens_doubles_net,3,2,Jennifer Reese,6ce76d77-e7e9-52ee-b815-5dff8506b3e7,
1981_worlds,womens_singles_consecutive_kicks,1,1,Kalia Klaban,0c681fd1-e4bf-54b3-a314-41da581ecb40,
1981_worlds_san_dimas,consecutive_kicks_open,1,1,Ted Huff,aeea6560-04a1-5006-aca4-754a1d7069c5,
1981_worlds_san_dimas,distance_one_step,1,1,Brent Welch,95643c20-ec23-57a5-a742-5b44534ae959,
1981_worlds_san_dimas,mixed_doubles_net,1,1,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1981_worlds_san_dimas,mixed_doubles_net,1,2,Cindy Miller,0288eae9-0f02-518c-bc82-39caae190be0,
1981_worlds_san_dimas,open_doubles_net,1,1,Alan Cook,3c93150b-7b40-5ad9-bc1c-14a7322b3a8d,
1981_worlds_san_dimas,open_doubles_net,1,2,Doug Cassidy,8f4f3932-9938-57fe-8588-cb4d3c3d6f70,
1981_worlds_san_dimas,open_doubles_net,2,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1981_worlds_san_dimas,open_doubles_net,2,2,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1981_worlds_san_dimas,open_doubles_net,3,1,Mike Marshall,1381939c-35d0-5941-ae91-ca262b6fc482,
1981_worlds_san_dimas,open_doubles_net,3,2,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1981_worlds_san_dimas,open_singles_net,1,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1981_worlds_san_dimas,open_singles_net,2,1,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1981_worlds_san_dimas,open_singles_net,3,1,Mike Marshall,1381939c-35d0-5941-ae91-ca262b6fc482,
1981_worlds_san_dimas,womens_singles_net,1,1,Tami Peltz,8e4f56c6-f582-5a06-bf3c-d35fff18543e,
1982_nhsa_national,mixed_doubles_net,1,1,Lori Jean Tarr,20a35e54-b8d4-5200-9b71-9ee80f453b57,
1982_nhsa_national,mixed_doubles_net,1,2,Billy Hayne,3249c201-8cf4-5431-8bc4-299bf67539fe,
1982_nhsa_national,mixed_doubles_net,2,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982_nhsa_national,mixed_doubles_net,2,2,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1982_nhsa_national,mixed_doubles_net,3,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1982_nhsa_national,mixed_doubles_net,3,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,
1982_nhsa_national,open_doubles_net,1,1,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1982_nhsa_national,open_doubles_net,1,2,Billy Hayne,3249c201-8cf4-5431-8bc4-299bf67539fe,
1982_nhsa_national,open_doubles_net,2,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1982_nhsa_national,open_doubles_net,3,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982_nhsa_national,open_golf,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1982_nhsa_national,open_singles_consecutive,1,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1982_nhsa_national,open_singles_freestyle,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1982_nhsa_national,open_singles_net,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1982_nhsa_national,open_singles_net,2,1,Billy Hayne,3249c201-8cf4-5431-8bc4-299bf67539fe,
1982_nhsa_national,open_singles_net,3,1,Brace Guettich,6b61839a-4e49-5986-b69c-492d332fb135,
1982_nhsa_national,open_team_freestyle,1,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1982_nhsa_national,open_team_freestyle,1,2,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1982_nhsa_national,open_team_freestyle,2,1,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,seq_from:1
1982_nhsa_national,open_team_freestyle,2,2,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,seq_from:1
1982_nhsa_national,open_team_freestyle,3,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1982_nhsa_national,open_team_freestyle,3,2,Will Squire,31718a7f-dbe7-5576-9dc3-d248aca96fc1,
1982_nhsa_national,womens_doubles_net,1,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982_nhsa_national,womens_doubles_net,1,2,Lori Jean Tarr,20a35e54-b8d4-5200-9b71-9ee80f453b57,
1982_nhsa_national,womens_doubles_net,2,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1982_nhsa_national,womens_doubles_net,2,2,Judy Grace,0d143bcd-192f-5180-a9ce-e34899a497db,
1982_nhsa_national,womens_doubles_net,3,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1982_nhsa_national,womens_doubles_net,3,2,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,
1982_nhsa_national,womens_singles_net,1,1,Lori Jean Tarr,20a35e54-b8d4-5200-9b71-9ee80f453b57,
1982_nhsa_national,womens_singles_net,2,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1982_nhsa_national,womens_singles_net,3,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982_rocky_mountain,freestyle,3,1,Rick Shipley,61d2a963-25d2-56b4-a87b-c33222e3c217,
1982_rocky_mountain,open_doubles_net,1,1,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1982_rocky_mountain,open_doubles_net,1,2,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1982_westregion,open_doubles,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1982_westregion,open_doubles,1,2,Mike Marshall,1381939c-35d0-5941-ae91-ca262b6fc482,
1982_worlds,doubles_net,1,1,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1982_worlds,doubles_net,1,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1982_worlds,doubles_net,2,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1982_worlds,doubles_net,2,2,Walt Mason,c0592850-ae68-5b8b-aaf2-2741b8bdc51d,
1982_worlds,doubles_net,3,1,Fred Kippley,73bcaf0b-d18f-5d1f-bb87-4b92a92d0cab,
1982_worlds,doubles_net,3,2,Gary Preston,472663b7-a356-59f4-8743-c5ad3fae999e,
1982_worlds,freestyle,1,1,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1982_worlds,freestyle,1,2,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,
1982_worlds,freestyle,2,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1982_worlds,freestyle,2,2,Unknown,5b822d40-0dbd-57c9-9119-bb02821d0081,auto:ghost_partner
1982_worlds,freestyle,3,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1982_worlds,freestyle,3,2,Reed Gray,b5d49246-d1b4-5540-a92d-72d26e6b1d0b,
1982_worlds,golf,1,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1982_worlds,golf,2,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1982_worlds,golf,3,1,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1982_worlds,intermediate_doubles_net,1,1,Steve Femmel,fb605451-fa41-5e6d-ad21-1b541b3fc82b,
1982_worlds,intermediate_doubles_net,1,2,Ted Johnson,81a31183-8c9b-575e-8354-925e3e62be1b,
1982_worlds,intermediate_freestyle,1,1,Bill Langbehn,40fa16ff-a418-5da9-914e-3a09e231f2a7,
1982_worlds,intermediate_singles_net,1,1,Steve Femmel,fb605451-fa41-5e6d-ad21-1b541b3fc82b,
1982_worlds,mixed_doubles_net,1,1,Alex Frazier,1f2d14aa-31e7-5d1f-a338-9ae43af68af5,
1982_worlds,mixed_doubles_net,1,2,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1982_worlds,mixed_doubles_net,2,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982_worlds,mixed_doubles_net,2,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1982_worlds,mixed_doubles_net,3,1,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,
1982_worlds,mixed_doubles_net,3,2,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1982_worlds,singles_consecutive_kicks,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1982_worlds,singles_consecutive_kicks,2,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1982_worlds,singles_consecutive_kicks,3,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1982_worlds,singles_net,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1982_worlds,singles_net,2,1,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1982_worlds,singles_net,3,1,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,
1982_worlds,womens_doubles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1982_worlds,womens_doubles_net,1,2,Carolyn Ramondie,cbf84862-04b1-5408-9e43-49b9818ed9aa,
1982_worlds,womens_doubles_net,2,1,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,
1982_worlds,womens_doubles_net,2,2,Alex Frazier,1f2d14aa-31e7-5d1f-a338-9ae43af68af5,
1982_worlds,womens_doubles_net,3,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982_worlds,womens_doubles_net,3,2,Karen Uppinghouse,984e6f84-cfd4-53b4-b8b3-b2ee40e4bedb,
1982_worlds,womens_singles_net,1,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982_worlds,womens_singles_net,2,1,Carolyn Ramondie,cbf84862-04b1-5408-9e43-49b9818ed9aa,
1982_worlds,womens_singles_net,3,1,Karen Gunther,63327293-7bb9-5a45-a50a-e2a2167ba80e,
1982_worlds_golden,advanced_singles,1,1,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,
1982_worlds_golden,freestyle_singles,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1982_worlds_golden,open_doubles,1,1,Mike Marshall,1381939c-35d0-5941-ae91-ca262b6fc482,
1982_worlds_golden,open_doubles,1,2,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1982_worlds_golden,open_singles,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1982_worlds_golden,team_freestyle,1,1,John Stalberger,8f420eba-d663-5f06-b0f4-b62bf7550f80,
1982_worlds_golden,team_freestyle,1,2,Mike Marshall,1381939c-35d0-5941-ae91-ca262b6fc482,
1982_worlds_golden,womens_singles,1,1,Cindy Marshall,2dc2f297-a742-537a-9423-675f0bdb2c03,
1982_worlds_portland,open_singles_net,1,1,Alan Cook,3c93150b-7b40-5ad9-bc1c-14a7322b3a8d,
1982_worlds_san_francisco,open_doubles_net,1,1,Alan Cook,3c93150b-7b40-5ad9-bc1c-14a7322b3a8d,
1982_worlds_san_francisco,open_doubles_net,1,2,Doug Cassidy,8f4f3932-9938-57fe-8588-cb4d3c3d6f70,
1982_worlds_san_francisco,open_doubles_net,2,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1982_worlds_san_francisco,open_doubles_net,2,2,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1982_worlds_san_francisco,open_doubles_net,3,1,Mike Marshall,1381939c-35d0-5941-ae91-ca262b6fc482,
1982_worlds_san_francisco,open_doubles_net,3,2,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1982_worlds_san_francisco,open_singles_net,1,1,Peter Shunny,5f056e75-0943-584d-8969-c6a2a03760f2,
1982_worlds_san_francisco,open_singles_net,2,1,John East,f8bd392f-8e8a-5fd4-8ef1-006d2c3e1e0b,
1982_worlds_san_francisco,open_singles_net,3,1,Doug Cassidy,8f4f3932-9938-57fe-8588-cb4d3c3d6f70,
1982_worlds_san_francisco,womens_singles_net,1,1,Tami Peltz,8e4f56c6-f582-5a06-bf3c-d35fff18543e,
1983_national,open_golf,1,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1983_national,open_golf,2,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983_national,open_golf,3,1,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1983_national,open_singles_net,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983_national,open_singles_net,2,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1983_national,open_singles_net,3,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1983_nhsa_national,mixed_doubles_net,1,1,Lori Jean Tarr,20a35e54-b8d4-5200-9b71-9ee80f453b57,
1983_nhsa_national,mixed_doubles_net,1,2,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,
1983_nhsa_national,mixed_doubles_net,2,1,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,
1983_nhsa_national,mixed_doubles_net,2,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,
1983_nhsa_national,mixed_doubles_net,3,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1983_nhsa_national,mixed_doubles_net,3,2,Jim Fitzgerald,b54020bc-1a1a-5d23-89e1-34617b3514fa,
1983_nhsa_national,open_doubles_net,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983_nhsa_national,open_doubles_net,1,2,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1983_nhsa_national,open_doubles_net,2,1,Dave Hill,5cb79fb4-ab20-558f-b4a2-e7206c9f22df,
1983_nhsa_national,open_doubles_net,2,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,
1983_nhsa_national,open_doubles_net,3,1,Bob Swerdlick,dfb1eb35-ebfc-5064-ad48-d5bd72f5bf1c,
1983_nhsa_national,open_doubles_net,3,2,Mike Puderbaugh,ef2dd19e-1676-52cf-bc6d-1eac8d019a84,
1983_nhsa_national,open_golf,1,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1983_nhsa_national,open_golf,2,1,Tim Prater,de9e5c5c-8b5b-5ced-b326-5d2048c7ab3c,
1983_nhsa_national,open_golf,3,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983_nhsa_national,open_singles_consecutive,1,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1983_nhsa_national,open_singles_freestyle,1,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1983_nhsa_national,open_singles_freestyle,2,1,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1983_nhsa_national,open_singles_freestyle,3,1,Bill Bethurum,67af5b3f-6e16-530a-8841-409debf11fb0,
1983_nhsa_national,open_singles_net,1,1,Scott Hughes,4cbf790d-c542-5318-9337-ee3dfd539ff1,
1983_nhsa_national,open_singles_net,2,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983_nhsa_national,open_singles_net,3,1,Steve Fennell,93be25ad-068c-5451-b315-1fdfa01c56bf,
1983_nhsa_national,open_team_freestyle,1,1,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983_nhsa_national,open_team_freestyle,1,2,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
